7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 
7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 
7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 
8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 
8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 
8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 
8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 
9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 
9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 
9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 
9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 
10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 
10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 
10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 
10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 
11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 
11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 
11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 
11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 
12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 
12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 
12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 
12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 
13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 
13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 
13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 
13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 
14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 
14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 
14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 
14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 
15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 
15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 
15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 
15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 
16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 
16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 
16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 
16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 
17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 
17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 
17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 
17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 
19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 
19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 
19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 
19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 
20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 
20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 
20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 
20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 
21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 
21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 
21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 
21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 
22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 0, 
22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 0, 
22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 0, 
22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 0, 
23, 24, 25, 26, 27, 28, 29, 30, 31, 0, 1, 
23, 24, 25, 26, 27, 28, 29, 30, 31, 0, 1, 
23, 24, 25, 26, 27, 28, 29, 30, 31, 0, 1, 
23, 24, 25, 26, 27, 28, 29, 30, 31, 0, 1, 
24, 25, 26, 27, 28, 29, 30, 31, 0, 1, 2, 
24, 25, 26, 27, 28, 29, 30, 31, 0, 1, 2, 
24, 25, 26, 27, 28, 29, 30, 31, 0, 1, 2, 
24, 25, 26, 27, 28, 29, 30, 31, 0, 1, 2, 
25, 26, 27, 28, 29, 30, 31, 0, 1, 2, 3, 
25, 26, 27, 28, 29, 30, 31, 0, 1, 2, 3, 
25, 26, 27, 28, 29, 30, 31, 0, 1, 2, 3, 
25, 26, 27, 28, 29, 30, 31, 0, 1, 2, 3, 
26, 27, 28, 29, 30, 31, 0, 1, 2, 3, 4, 
26, 27, 28, 29, 30, 31, 0, 1, 2, 3, 4, 
26, 27, 28, 29, 30, 31, 0, 1, 2, 3, 4, 
26, 27, 28, 29, 30, 31, 0, 1, 2, 3, 4, 
