0023 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 60, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0024 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 60, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0025 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 60, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0026 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 60, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0027 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 60, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0028 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 60, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0029 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 60, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0030 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 60, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0031 [46/0] - 128, 144, 170, 173, 195, 203, 223, 231, 245, 257, 267, 270, 287, 298, 323, 340, 351, 372, 383, 385, 388, 394, 396, 407, 417, 419, 429, 441, 445, 447, 458, 460, 463, 464, 466, 480, 483, 490, 499, 500, 510, 1153, 1192, 1413, 1414, 1485, 
0032 [44/0] - 607, 654, 685, 701, 708, 740, 749, 766, 780, 781, 783, 828, 868, 904, 911, 931, 961, 972, 1010, 1057, 1072, 1075, 1086, 1088, 1097, 1101, 1103, 1106, 1113, 1116, 1126, 1132, 1141, 1163, 1174, 1195, 1200, 1250, 1256, 1260, 1262, 1630, 1728, 1806, 
0033 [41/0] - 1375, 1435, 1466, 1517, 1533, 1567, 1590, 1619, 1640, 1645, 1682, 1685, 1698, 1714, 1738, 1739, 1741, 1758, 1760, 1777, 1791, 1795, 1798, 1813, 1814, 1823, 1825, 1827, 1835, 1836, 1838, 1842, 1845, 1849, 1853, 1857, 1861, 1864, 1865, 1874, 1878, 
0034 [42/0] - 47, 131, 179, 263, 313, 436, 529, 651, 878, 889, 926, 991, 1061, 1089, 1199, 1219, 1275, 1283, 1322, 1341, 1345, 1357, 1368, 1374, 1507, 1522, 1557, 1565, 1626, 1674, 1678, 1747, 1873, 1881, 1891, 1899, 1910, 1913, 1916, 1951, 2000, 2028, 
0035 [52/0] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 60, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0036 [52/98,0769230769231] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 59, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0037 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 59, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0038 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 59, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0039 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 59, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0040 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 59, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0041 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 59, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0042 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 59, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0043 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 59, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0044 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 59, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0045 [52/100] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 56, 57, 59, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0046 [52/92,3076923076923] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 617, 1020, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 1079, 1870, 
0047 [52/94,2307692307692] - 1, 2, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 56, 57, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0048 [52/96,1538461538462] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 146, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0049 [52/98,0769230769231] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 56, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0050 [52/98,0769230769231] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 869, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0051 [52/98,0769230769231] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 890, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0052 [52/94,2307692307692] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 345, 506, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1039, 1059, 1065, 1534, 
0053 [52/94,2307692307692] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 487, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1059, 1065, 
0054 [41/0] - 177, 225, 284, 314, 319, 398, 423, 430, 432, 476, 566, 581, 609, 612, 667, 680, 715, 717, 723, 758, 778, 786, 798, 799, 836, 839, 853, 860, 870, 873, 876, 918, 922, 967, 977, 1096, 1272, 1307, 1489, 1512, 1962, 
0055 [42/0] - 305, 607, 685, 708, 749, 764, 765, 780, 783, 816, 822, 824, 841, 847, 858, 892, 939, 972, 974, 1017, 1088, 1095, 1113, 1115, 1132, 1200, 1238, 1240, 1254, 1257, 1267, 1276, 1280, 1292, 1308, 1314, 1320, 1327, 1579, 1676, 1790, 1844, 
0056 [41/0] - 34, 93, 1354, 1360, 1369, 1379, 1389, 1395, 1412, 1435, 1466, 1510, 1517, 1533, 1537, 1547, 1567, 1610, 1619, 1645, 1667, 1682, 1722, 1723, 1726, 1730, 1738, 1743, 1753, 1767, 1798, 1823, 1845, 1853, 1857, 1861, 1864, 1865, 1874, 1878, 1898, 
0057 [51/0] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 59, 163, 313, 364, 436, 535, 537, 651, 969, 1022, 1023, 1029, 1032, 1035, 1039, 1049, 1089, 1219, 1557, 1565, 1566, 1913, 2028, 
0058 [50/47,0588235294118] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 66, 81, 131, 248, 345, 381, 602, 605, 631, 777, 852, 991, 1021, 1022, 1023, 1029, 1032, 1035, 1039, 1108, 1122, 1199, 1275, 1345, 1368, 1374, 1463, 1663, 1678, 1906, 1951, 2000, 
0059 [52/48,0769230769231] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 56, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0060 [52/96,1538461538462] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 180, 1020, 1021, 1022, 1023, 1028, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0061 [52/96,1538461538462] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 56, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0062 [52/100] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 56, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0063 [52/96,1538461538462] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 190, 491, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0064 [52/96,1538461538462] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 56, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0065 [52/100] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 56, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0066 [52/100] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 56, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0067 [52/100] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 56, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0068 [52/100] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 56, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0069 [52/98,0769230769231] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 56, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1039, 1049, 1065, 1079, 
0070 [52/88,4615384615385] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 87, 353, 355, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1039, 1049, 1065, 1117, 1500, 1862, 
0071 [52/88,4615384615385] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 146, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0072 [52/98,0769230769231] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 56, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0073 [52/96,1538461538462] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 589, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1039, 1049, 1065, 1618, 
0074 [52/92,3076923076923] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 561, 697, 970, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0075 [52/94,2307692307692] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 622, 837, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1036, 1039, 1049, 1065, 
0076 [42/0] - 161, 230, 241, 260, 273, 281, 303, 338, 346, 347, 354, 359, 367, 405, 415, 421, 425, 426, 439, 464, 466, 472, 480, 495, 499, 516, 519, 526, 543, 544, 556, 559, 574, 579, 585, 1153, 1194, 1310, 1371, 1429, 1450, 1541, 
0077 [50/0] - 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 29, 30, 56, 615, 640, 654, 701, 726, 828, 864, 868, 875, 882, 885, 911, 916, 961, 973, 976, 1020, 1021, 1022, 1023, 1029, 1032, 1035, 1039, 1086, 1630, 1903, 
0078 [42/0] - 305, 607, 685, 708, 713, 734, 749, 765, 780, 783, 842, 847, 861, 862, 950, 954, 968, 972, 974, 1007, 1088, 1093, 1113, 1115, 1127, 1132, 1136, 1145, 1150, 1157, 1158, 1172, 1185, 1191, 1200, 1273, 1276, 1292, 1326, 1676, 1734, 1953, 
