0019 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 60, 61, 1020, 1022, 1023, 1029, 1032, 1033, 1035, 1036, 1038, 1047, 
0020 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 60, 61, 1020, 1022, 1023, 1029, 1032, 1033, 1035, 1036, 1038, 1047, 
0021 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 60, 61, 1020, 1022, 1023, 1029, 1032, 1033, 1035, 1036, 1038, 1047, 
0022 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 60, 61, 1020, 1022, 1023, 1029, 1032, 1033, 1035, 1036, 1038, 1047, 
0023 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 60, 61, 1020, 1022, 1023, 1029, 1032, 1033, 1035, 1036, 1038, 1047, 
0024 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 60, 61, 1020, 1022, 1023, 1029, 1032, 1033, 1035, 1036, 1038, 1047, 
0025 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 60, 61, 1020, 1022, 1023, 1029, 1032, 1033, 1035, 1036, 1038, 1047, 
0026 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 60, 61, 1020, 1022, 1023, 1029, 1032, 1033, 1035, 1036, 1038, 1047, 
0027 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 60, 61, 1020, 1022, 1023, 1029, 1032, 1033, 1035, 1036, 1038, 1047, 
0028 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 60, 61, 1020, 1022, 1023, 1029, 1032, 1033, 1035, 1036, 1038, 1047, 
0029 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 60, 61, 1020, 1022, 1023, 1029, 1032, 1033, 1035, 1036, 1038, 1047, 
0030 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 60, 61, 1020, 1022, 1023, 1029, 1032, 1033, 1035, 1036, 1038, 1047, 
0031 [47/0] - 161, 177, 190, 214, 230, 232, 241, 281, 282, 289, 291, 296, 297, 344, 365, 367, 370, 380, 387, 402, 413, 416, 443, 481, 485, 511, 515, 516, 519, 523, 526, 527, 543, 544, 549, 553, 556, 558, 559, 560, 563, 1190, 1252, 1259, 1310, 1541, 1581, 
0032 [44/0] - 656, 700, 735, 747, 764, 769, 816, 822, 824, 841, 847, 858, 881, 892, 919, 936, 939, 956, 974, 994, 1000, 1017, 1095, 1115, 1214, 1217, 1235, 1238, 1240, 1241, 1254, 1257, 1267, 1276, 1280, 1292, 1308, 1314, 1320, 1327, 1332, 1676, 1790, 1844, 
0033 [41/0] - 1354, 1360, 1369, 1379, 1389, 1395, 1412, 1498, 1510, 1515, 1537, 1547, 1591, 1610, 1614, 1621, 1667, 1723, 1726, 1730, 1743, 1753, 1767, 1774, 1786, 1792, 1817, 1830, 1839, 1846, 1880, 1883, 1885, 1887, 1894, 1897, 1907, 1911, 1919, 1920, 1923, 
0034 [42/0] - 46, 66, 191, 216, 293, 309, 320, 602, 605, 611, 698, 771, 777, 793, 852, 962, 982, 1031, 1053, 1078, 1108, 1114, 1119, 1139, 1149, 1155, 1331, 1336, 1464, 1513, 1603, 1643, 1652, 1663, 1680, 1732, 1906, 1918, 1938, 1959, 1981, 1982, 
0035 [51/0] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 59, 60, 1020, 1022, 1023, 1029, 1032, 1033, 1035, 1036, 1038, 1047, 
0036 [51/98,0392156862745] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 59, 60, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0037 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 59, 60, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0038 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 59, 60, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0039 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 59, 60, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0040 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 59, 60, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0041 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 59, 60, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0042 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 59, 60, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0043 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 59, 60, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0044 [51/100] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 59, 60, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0045 [51/98,0392156862745] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 59, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0046 [51/96,078431372549] - 1, 2, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 733, 1020, 1022, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 1762, 
0047 [51/90,1960784313726] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 632, 757, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 1051, 
0048 [51/94,1176470588235] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0049 [51/98,0392156862745] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1045, 1047, 
0050 [51/92,156862745098] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 145, 226, 989, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1036, 1047, 1255, 
0051 [51/88,2352941176471] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 330, 341, 621, 742, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1036, 1047, 1050, 1649, 
0052 [51/88,2352941176471] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 289, 627, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1036, 1047, 1318, 
0053 [51/94,1176470588235] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 850, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0054 [41/0] - 272, 279, 294, 361, 382, 471, 484, 520, 533, 562, 641, 646, 672, 676, 683, 720, 732, 754, 782, 819, 823, 901, 929, 935, 943, 983, 986, 990, 993, 1049, 1069, 1070, 1151, 1230, 1300, 1370, 1465, 1632, 1801, 1965, 2003, 
0055 [44/0] - 670, 700, 713, 714, 734, 769, 792, 842, 848, 861, 862, 881, 905, 910, 927, 928, 934, 936, 946, 950, 954, 956, 968, 987, 994, 998, 1000, 1007, 1015, 1093, 1127, 1133, 1135, 1136, 1145, 1150, 1214, 1217, 1235, 1241, 1332, 1689, 1734, 1953, 
0056 [41/0] - 1362, 1365, 1384, 1390, 1411, 1458, 1482, 1498, 1501, 1509, 1515, 1570, 1571, 1591, 1613, 1614, 1621, 1625, 1711, 1721, 1756, 1774, 1786, 1789, 1792, 1817, 1830, 1839, 1840, 1846, 1880, 1883, 1885, 1887, 1894, 1897, 1907, 1911, 1919, 1920, 1923, 
0057 [51/0] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 81, 89, 962, 982, 1022, 1023, 1029, 1032, 1033, 1034, 1036, 1047, 1110, 1119, 1357, 1464, 1483, 1643, 1891, 1910, 1982, 
0058 [50/45,0980392156863] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 23, 94, 127, 216, 320, 454, 611, 698, 771, 793, 923, 1022, 1023, 1029, 1031, 1032, 1033, 1034, 1036, 1053, 1149, 1155, 1232, 1331, 1336, 1408, 1513, 1550, 1603, 1624, 1644, 1680, 1917, 1959, 1981, 
0059 [51/45,0980392156863] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0060 [51/94,1176470588235] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 420, 631, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1036, 1047, 1658, 
0061 [51/94,1176470588235] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0062 [51/100] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0063 [51/96,078431372549] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 235, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 1066, 
0064 [51/96,078431372549] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0065 [51/100] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0066 [51/100] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0067 [51/100] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0068 [51/92,156862745098] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 646, 1002, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1036, 1047, 1675, 1993, 
0069 [51/92,156862745098] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 732, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1036, 1047, 1762, 
0070 [51/96,078431372549] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0071 [51/100] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0072 [51/98,0392156862745] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1045, 1047, 
0073 [51/98,0392156862745] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 252, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0074 [51/96,078431372549] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 166, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 1050, 
0075 [51/96,078431372549] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 909, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0076 [42/0] - 210, 214, 239, 261, 296, 331, 333, 342, 356, 365, 373, 387, 443, 451, 452, 467, 478, 481, 482, 485, 489, 493, 510, 511, 527, 528, 549, 558, 608, 624, 634, 636, 647, 693, 704, 785, 797, 1190, 1248, 1252, 1662, 1803, 
0077 [51/0] - 1, 2, 3, 4, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 33, 36, 37, 39, 40, 41, 42, 43, 44, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 1020, 1022, 1023, 1029, 1032, 1033, 1034, 1035, 1036, 1047, 
0078 [43/0] - 644, 700, 729, 739, 741, 751, 763, 769, 803, 812, 881, 898, 940, 956, 981, 994, 996, 1000, 1008, 1018, 1071, 1087, 1100, 1109, 1121, 1133, 1134, 1170, 1173, 1203, 1213, 1214, 1217, 1220, 1228, 1231, 1235, 1239, 1241, 1270, 1332, 1752, 1769, 
0079 [41/0] - 34, 327, 1362, 1365, 1384, 1390, 1411, 1458, 1482, 1498, 1501, 1509, 1515, 1570, 1571, 1591, 1613, 1614, 1621, 1625, 1711, 1721, 1756, 1789, 1817, 1830, 1839, 1840, 1846, 1856, 1880, 1883, 1885, 1887, 1894, 1897, 1907, 1911, 1919, 1920, 1923, 
