0018 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
0019 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
0020 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
0021 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
0022 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
0023 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
0024 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
0025 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
0026 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
0027 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
0028 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
0029 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
0030 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 97, 101, 107, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 211, 228, 1039, 1040, 1043, 1129, 1179, 1183, 
0031 [46/0] - 606, 623, 637, 707, 778, 831, 900, 901, 908, 918, 922, 938, 941, 942, 943, 948, 952, 953, 967, 971, 975, 977, 978, 979, 983, 985, 986, 990, 993, 1001, 1003, 1012, 1049, 1060, 1069, 1070, 1096, 1107, 1143, 1144, 1151, 1632, 1922, 1962, 1965, 1968, 
0032 [44/0] - 702, 802, 804, 1309, 1460, 1555, 1637, 1720, 1725, 1729, 1731, 1754, 1764, 1766, 1794, 1802, 1820, 1821, 1824, 1828, 1829, 1831, 1834, 1841, 1850, 1852, 1855, 1863, 1875, 1876, 1882, 1904, 1905, 1914, 1931, 1935, 1957, 1973, 1977, 1979, 1990, 2009, 2011, 2014, 
0033 [42/0] - 59, 234, 332, 390, 469, 653, 699, 767, 818, 827, 851, 863, 930, 1019, 1098, 1148, 1197, 1224, 1289, 1305, 1344, 1350, 1382, 1385, 1394, 1490, 1531, 1575, 1650, 1693, 1697, 1808, 1941, 1947, 1954, 1976, 2008, 2019, 2021, 2026, 2031, 2040, 
0034 [47/0] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 830, 1039, 1040, 1043, 1129, 1171, 1179, 1183, 2045, 
0035 [47/93,6170212765958] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 1039, 1040, 1043, 1129, 1179, 1183, 
0036 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 1039, 1040, 1043, 1129, 1179, 1183, 
0037 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 1039, 1040, 1043, 1129, 1179, 1183, 
0038 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 1039, 1040, 1043, 1129, 1179, 1183, 
0039 [47/93,6170212765958] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 249, 1039, 1040, 1043, 1129, 1160, 1179, 1183, 1187, 
0040 [47/93,6170212765958] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 1039, 1040, 1043, 1129, 1179, 1183, 
0041 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 1039, 1040, 1043, 1129, 1179, 1183, 
0042 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 1039, 1040, 1043, 1129, 1179, 1183, 
0043 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 1039, 1040, 1043, 1129, 1179, 1183, 
0044 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 1039, 1040, 1043, 1129, 1179, 1183, 
0045 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 171, 172, 174, 185, 198, 204, 1039, 1040, 1043, 1129, 1179, 1183, 
0046 [47/89,3617021276596] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 116, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 353, 1039, 1040, 1129, 1179, 1183, 1381, 1484, 
0047 [47/91,4893617021277] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0048 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0049 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0050 [47/97,8723404255319] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 251, 1039, 1040, 1043, 1129, 1179, 1183, 
0051 [47/97,8723404255319] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0052 [47/97,8723404255319] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 268, 1039, 1040, 1043, 1129, 1179, 1183, 
0053 [44/34,0425531914894] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 161, 228, 230, 232, 297, 303, 346, 347, 351, 356, 379, 421, 441, 460, 482, 489, 500, 501, 516, 556, 563, 593, 608, 1039, 1040, 1248, 1291, 1371, 1414, 1450, 
0054 [45/35,5555555555556] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 337, 431, 534, 536, 540, 547, 567, 616, 630, 1039, 1040, 1129, 1561, 1564, 1668, 1942, 
0055 [43/0] - 363, 412, 433, 555, 565, 618, 665, 678, 696, 702, 721, 755, 787, 802, 804, 807, 815, 821, 849, 903, 912, 917, 1081, 1140, 1152, 1431, 1583, 1585, 1768, 1905, 1914, 1931, 1935, 1957, 1973, 1977, 1979, 1991, 2009, 2011, 2014, 2023, 2047, 
0056 [41/0] - 181, 234, 332, 371, 390, 653, 694, 767, 827, 840, 930, 945, 1019, 1197, 1305, 1313, 1321, 1344, 1350, 1382, 1385, 1394, 1492, 1499, 1599, 1653, 1751, 1776, 1783, 1788, 1808, 1869, 1888, 1890, 1941, 1970, 1974, 2005, 2013, 2031, 2040, 
0057 [47/0] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0058 [47/89,3617021276596] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 360, 736, 810, 830, 1039, 1040, 1043, 1129, 1179, 1183, 1749, 
0059 [47/89,3617021276596] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0060 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0061 [47/97,8723404255319] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 1039, 1040, 1043, 1129, 1179, 1183, 2045, 
0062 [47/97,8723404255319] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0063 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0064 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0065 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0066 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0067 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0068 [47/89,3617021276596] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 137, 138, 143, 147, 153, 154, 155, 156, 158, 165, 169, 171, 172, 525, 1039, 1040, 1129, 1175, 1183, 1546, 
0069 [47/89,3617021276596] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 116, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 455, 1039, 1040, 1129, 1179, 1183, 1484, 
0070 [47/93,6170212765958] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 353, 470, 1039, 1040, 1129, 1179, 1183, 1381, 
0071 [47/93,6170212765958] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0072 [47/95,7446808510638] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 167, 169, 171, 172, 174, 790, 1039, 1040, 1043, 1129, 1179, 1183, 
0073 [47/91,4893617021277] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 251, 308, 595, 621, 1039, 1040, 1043, 1129, 1179, 1183, 
0074 [47/91,4893617021277] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 185, 198, 1039, 1040, 1043, 1129, 1179, 1183, 
0075 [47/95,7446808510638] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 171, 172, 174, 301, 391, 1039, 1040, 1043, 1129, 1179, 1183, 
0076 [46/55,3191489361702] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 228, 299, 378, 479, 686, 746, 752, 801, 814, 831, 888, 1039, 1129, 1258, 1319, 1325, 1353, 1356, 1404, 1405, 1406, 1428, 
0077 [47/55,3191489361702] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 170, 171, 172, 174, 185, 1039, 1040, 1043, 1129, 1179, 1183, 
0078 [42/0] - 363, 412, 433, 565, 618, 621, 696, 702, 721, 753, 787, 802, 821, 849, 903, 912, 917, 1076, 1091, 1156, 1162, 1201, 1342, 1433, 1443, 1448, 1456, 1472, 1518, 1520, 1568, 1583, 1606, 1639, 1646, 1648, 1659, 1691, 1735, 1799, 1979, 2042, 
0079 [44/0] - 2, 4, 169, 181, 234, 286, 332, 390, 470, 653, 767, 827, 840, 930, 1019, 1197, 1305, 1313, 1321, 1344, 1350, 1382, 1385, 1394, 1490, 1492, 1499, 1599, 1653, 1751, 1776, 1783, 1788, 1808, 1869, 1888, 1890, 1941, 1960, 1974, 2005, 2013, 2031, 2040, 
0080 [47/6,38297872340426] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 170, 171, 172, 174, 185, 1039, 1040, 1043, 1129, 1179, 1183, 
0081 [47/95,7446808510638] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 170, 171, 172, 830, 1039, 1040, 1043, 1129, 1179, 1183, 1749, 
0082 [47/95,7446808510638] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 170, 171, 172, 174, 185, 1039, 1040, 1043, 1129, 1179, 1183, 
0083 [47/100] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 170, 171, 172, 174, 185, 1039, 1040, 1043, 1129, 1179, 1183, 
0084 [47/95,7446808510638] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 170, 171, 172, 360, 736, 1039, 1040, 1043, 1129, 1179, 1183, 
0085 [47/95,7446808510638] - 2, 4, 9, 10, 15, 19, 24, 29, 33, 42, 55, 56, 65, 86, 92, 96, 97, 101, 107, 108, 110, 111, 113, 124, 125, 126, 135, 138, 143, 153, 154, 155, 156, 158, 165, 169, 170, 171, 172, 174, 185, 1039, 1040, 1043, 1129, 1179, 1183, 
