0023 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0024 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0025 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0026 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0027 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0028 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0029 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0030 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0031 [42/0] - 376, 450, 453, 479, 573, 612, 686, 697, 715, 733, 801, 846, 888, 929, 1168, 1175, 1206, 1222, 1229, 1230, 1234, 1243, 1258, 1271, 1272, 1282, 1288, 1296, 1307, 1319, 1325, 1334, 1353, 1356, 1403, 1404, 1405, 1406, 1410, 1428, 1446, 1473, 
0032 [43/0] - 71, 96, 108, 412, 433, 555, 565, 665, 678, 696, 721, 755, 787, 790, 807, 815, 821, 849, 903, 912, 917, 963, 1076, 1081, 1082, 1091, 1140, 1147, 1152, 1154, 1156, 1162, 1431, 1518, 1583, 1585, 1691, 1768, 1799, 1991, 2023, 2042, 2047, 
0033 [42/0] - 181, 253, 532, 663, 682, 840, 988, 1034, 1186, 1236, 1274, 1445, 1459, 1492, 1499, 1508, 1560, 1577, 1599, 1615, 1653, 1655, 1669, 1715, 1742, 1746, 1750, 1751, 1773, 1776, 1783, 1788, 1796, 1811, 1851, 1859, 1869, 1888, 1890, 1932, 1944, 2024, 
0034 [45/0] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 477, 626, 1039, 1040, 1164, 1504, 1736, 
0035 [45/91,1111111111111] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0036 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0037 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0038 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0039 [45/84,4444444444444] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 89, 101, 107, 113, 117, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 200, 204, 205, 211, 228, 237, 238, 240, 256, 276, 286, 1039, 1040, 1054, 1144, 1164, 
0040 [45/84,4444444444444] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0041 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0042 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0043 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0044 [45/82,2222222222222] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 73, 79, 86, 101, 107, 113, 124, 125, 135, 137, 140, 141, 143, 147, 153, 154, 155, 165, 171, 185, 204, 211, 218, 228, 237, 238, 256, 276, 1002, 1039, 1040, 1102, 1164, 1168, 1546, 
0045 [45/82,2222222222222] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 339, 800, 1039, 1040, 1164, 1367, 1675, 
0046 [45/93,3333333333333] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0047 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0048 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0049 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0050 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0051 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0052 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 256, 276, 286, 290, 306, 326, 329, 334, 339, 1039, 1040, 1164, 1183, 
0053 [41/0] - 148, 189, 193, 199, 243, 244, 258, 260, 264, 288, 299, 328, 331, 338, 340, 342, 348, 357, 362, 367, 373, 393, 401, 404, 415, 416, 417, 443, 451, 478, 490, 513, 553, 568, 576, 578, 1166, 1194, 1284, 1594, 1597, 
0054 [45/2,22222222222222] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 444, 494, 513, 569, 681, 706, 748, 834, 1039, 1040, 1164, 1532, 1569, 1661, 
0055 [44/8,88888888888889] - 2, 55, 124, 135, 1076, 1082, 1091, 1147, 1154, 1156, 1162, 1198, 1201, 1247, 1281, 1285, 1328, 1342, 1400, 1433, 1439, 1443, 1448, 1456, 1468, 1472, 1495, 1518, 1520, 1548, 1568, 1589, 1606, 1609, 1617, 1639, 1646, 1648, 1659, 1691, 1700, 1735, 1799, 2042, 
0056 [44/6,81818181818182] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 135, 253, 532, 587, 682, 873, 988, 1039, 1165, 1236, 1490, 1508, 1560, 1577, 1615, 1655, 1669, 1715, 1742, 1746, 1750, 1796, 1811, 1851, 1879, 1892, 1902, 1932, 1934, 1944, 1960, 2024, 2034, 2039, 
0057 [45/26,6666666666667] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 626, 1039, 1040, 1164, 1183, 
0058 [45/80] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 182, 185, 191, 204, 211, 228, 237, 238, 286, 1014, 1039, 1040, 1164, 1246, 1316, 1521, 1611, 1736, 1819, 
0059 [45/80] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 326, 1039, 1040, 1164, 1183, 
0060 [45/93,3333333333333] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 477, 1039, 1040, 1164, 1392, 1504, 
0061 [45/93,3333333333333] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 326, 1039, 1040, 1164, 1183, 
0062 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 326, 1039, 1040, 1164, 1183, 
0063 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 326, 1039, 1040, 1164, 1183, 
0064 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 326, 1039, 1040, 1164, 1183, 
0065 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 326, 1039, 1040, 1164, 1183, 
0066 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 326, 1039, 1040, 1164, 1183, 
0067 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 326, 1039, 1040, 1164, 1183, 
0068 [45/95,5555555555556] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 339, 1039, 1040, 1164, 1367, 
0069 [45/95,5555555555556] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 733, 1039, 1040, 1164, 1183, 
0070 [45/97,7777777777778] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 326, 1039, 1040, 1164, 1183, 
0071 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 326, 1039, 1040, 1164, 1183, 
0072 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 326, 1039, 1040, 1164, 1183, 
0073 [45/97,7777777777778] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 74, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 1039, 1040, 1164, 1183, 
0074 [45/97,7777777777778] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 326, 1039, 1040, 1164, 1183, 
0075 [45/88,8888888888889] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 336, 344, 378, 1039, 1040, 1164, 1183, 1192, 1211, 
0076 [45/80] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 170, 171, 185, 204, 211, 228, 237, 238, 256, 376, 409, 944, 1039, 1040, 1164, 1229, 1282, 1300, 1446, 1806, 
0077 [45/82,2222222222222] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 170, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 494, 1039, 1040, 1164, 1183, 
0078 [45/86,6666666666667] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 170, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 477, 1039, 1040, 1082, 1147, 1154, 1164, 1495, 1589, 
0079 [44/46,6666666666667] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 253, 532, 682, 866, 988, 1039, 1040, 1165, 1236, 1508, 1560, 1577, 1615, 1655, 1669, 1715, 1742, 1746, 1750, 1796, 1811, 1851, 1932, 1944, 2024, 
0080 [45/46,6666666666667] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 170, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 626, 1039, 1040, 1164, 1183, 
0081 [45/97,7777777777778] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 170, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 1039, 1040, 1164, 1183, 
0082 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 170, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 1039, 1040, 1164, 1183, 
0083 [45/88,8888888888889] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 170, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 1039, 1040, 1164, 1246, 1316, 1521, 1736, 1819, 
0084 [45/88,8888888888889] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 170, 171, 185, 191, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 589, 1039, 1040, 1164, 1611, 
0085 [45/93,3333333333333] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 170, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 477, 1039, 1040, 1164, 1504, 
0086 [45/95,5555555555556] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 170, 171, 185, 204, 205, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 1039, 1040, 1164, 1183, 
0087 [45/97,7777777777778] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 170, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 1039, 1040, 1164, 1183, 
0088 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 170, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 1039, 1040, 1164, 1183, 
0089 [45/100] - 2, 4, 10, 15, 19, 29, 33, 42, 55, 65, 79, 86, 101, 107, 113, 124, 125, 135, 140, 141, 143, 153, 154, 155, 165, 170, 171, 185, 204, 211, 228, 237, 238, 244, 256, 276, 286, 288, 290, 299, 306, 1039, 1040, 1164, 1183, 
