TaxiPassangerPredictionExperiment637841649382827396.txt
******Sequence Starting*****
cycle : 0 	 Accuracy :12.5 	 
cycle : 8 	 Accuracy :0 	 
Cycle : 9 	  Accuracy:100 	 Number of times repeated 1
cycle : 10 	 Accuracy :0 	 
Cycle : 11 	  Accuracy:100 	 Number of times repeated 1
cycle : 12 	 Accuracy :0 	 
Cycle : 13 	  Accuracy:100 	 Number of times repeated 1
Cycle : 14 	  Accuracy:100 	 Number of times repeated 2
cycle : 15 	 Accuracy :0 	 
Cycle : 16 	  Accuracy:100 	 Number of times repeated 1
Cycle : 17 	  Accuracy:100 	 Number of times repeated 2
cycle : 18 	 Accuracy :0 	 
Cycle : 19 	  Accuracy:100 	 Number of times repeated 1
Cycle : 20 	  Accuracy:100 	 Number of times repeated 2
cycle : 21 	 Accuracy :0 	 
Cycle : 22 	  Accuracy:100 	 Number of times repeated 1
Cycle : 23 	  Accuracy:100 	 Number of times repeated 2
cycle : 24 	 Accuracy :0 	 
Cycle : 25 	  Accuracy:100 	 Number of times repeated 1
Cycle : 26 	  Accuracy:100 	 Number of times repeated 2
Cycle : 27 	  Accuracy:100 	 Number of times repeated 3
Cycle : 28 	  Accuracy:100 	 Number of times repeated 4
Cycle : 29 	  Accuracy:100 	 Number of times repeated 5
Cycle : 30 	  Accuracy:100 	 Number of times repeated 6
Cycle : 31 	  Accuracy:100 	 Number of times repeated 7
Cycle : 32 	  Accuracy:100 	 Number of times repeated 8
Cycle : 33 	  Accuracy:100 	 Number of times repeated 9
Cycle : 34 	  Accuracy:100 	 Number of times repeated 10
Cycle : 35 	  Accuracy:100 	 Number of times repeated 11
Cycle : 36 	  Accuracy:100 	 Number of times repeated 12
Cycle : 37 	  Accuracy:100 	 Number of times repeated 13
Cycle : 38 	  Accuracy:100 	 Number of times repeated 14
Cycle : 39 	  Accuracy:100 	 Number of times repeated 15
Cycle : 40 	  Accuracy:100 	 Number of times repeated 16
Cycle : 41 	  Accuracy:100 	 Number of times repeated 17
Cycle : 42 	  Accuracy:100 	 Number of times repeated 18
Cycle : 43 	  Accuracy:100 	 Number of times repeated 19
Cycle : 44 	  Accuracy:100 	 Number of times repeated 20
Cycle : 45 	  Accuracy:100 	 Number of times repeated 21
Cycle : 46 	  Accuracy:100 	 Number of times repeated 22
Cycle : 47 	  Accuracy:100 	 Number of times repeated 23
Cycle : 48 	  Accuracy:100 	 Number of times repeated 24
Cycle : 49 	  Accuracy:100 	 Number of times repeated 25
Cycle : 50 	  Accuracy:100 	 Number of times repeated 26
Cycle : 51 	  Accuracy:100 	 Number of times repeated 27
Cycle : 52 	  Accuracy:100 	 Number of times repeated 28
Cycle : 53 	  Accuracy:100 	 Number of times repeated 29
Cycle : 54 	  Accuracy:100 	 Number of times repeated 30
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :0 	 
cycle : 1 	 Accuracy :8.333333333333332 	 
cycle : 2 	 Accuracy :4.166666666666666 	 
cycle : 3 	 Accuracy :0 	 
cycle : 4 	 Accuracy :33.33333333333333 	 
cycle : 5 	 Accuracy :25 	 
Cycle: 6 	 Saturated Accuracy : 25 	 Number of times repeated 1
Cycle: 7 	 Saturated Accuracy : 25 	 Number of times repeated 2
cycle : 8 	 Accuracy :29.166666666666668 	 
cycle : 9 	 Accuracy :25 	 
cycle : 10 	 Accuracy :33.33333333333333 	 
cycle : 11 	 Accuracy :25 	 
cycle : 12 	 Accuracy :29.166666666666668 	 
cycle : 13 	 Accuracy :25 	 
cycle : 14 	 Accuracy :29.166666666666668 	 
cycle : 15 	 Accuracy :33.33333333333333 	 
Cycle: 16 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
cycle : 17 	 Accuracy :29.166666666666668 	 
Cycle: 18 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 1
cycle : 19 	 Accuracy :25 	 
cycle : 20 	 Accuracy :29.166666666666668 	 
cycle : 21 	 Accuracy :20.833333333333336 	 
cycle : 22 	 Accuracy :25 	 
cycle : 23 	 Accuracy :29.166666666666668 	 
cycle : 24 	 Accuracy :20.833333333333336 	 
Cycle: 25 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 1
cycle : 26 	 Accuracy :25 	 
Cycle: 27 	 Saturated Accuracy : 25 	 Number of times repeated 1
cycle : 28 	 Accuracy :29.166666666666668 	 
cycle : 29 	 Accuracy :20.833333333333336 	 
cycle : 30 	 Accuracy :29.166666666666668 	 
cycle : 31 	 Accuracy :20.833333333333336 	 
cycle : 32 	 Accuracy :37.5 	 
cycle : 33 	 Accuracy :25 	 
cycle : 34 	 Accuracy :29.166666666666668 	 
Cycle: 35 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 1
cycle : 36 	 Accuracy :25 	 
Cycle: 37 	 Saturated Accuracy : 25 	 Number of times repeated 1
cycle : 38 	 Accuracy :37.5 	 
Cycle: 39 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
cycle : 40 	 Accuracy :33.33333333333333 	 
cycle : 41 	 Accuracy :37.5 	 
cycle : 42 	 Accuracy :41.66666666666667 	 
Cycle: 43 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
cycle : 44 	 Accuracy :33.33333333333333 	 
Cycle: 45 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
cycle : 46 	 Accuracy :41.66666666666667 	 
Cycle: 47 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
Cycle: 48 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 2
cycle : 49 	 Accuracy :33.33333333333333 	 
cycle : 50 	 Accuracy :37.5 	 
cycle : 51 	 Accuracy :41.66666666666667 	 
Cycle: 52 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
cycle : 53 	 Accuracy :33.33333333333333 	 
cycle : 54 	 Accuracy :29.166666666666668 	 
cycle : 55 	 Accuracy :33.33333333333333 	 
Cycle: 56 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
Cycle: 57 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 2
cycle : 58 	 Accuracy :41.66666666666667 	 
cycle : 59 	 Accuracy :37.5 	 
Cycle: 60 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 61 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
Cycle: 62 	 Saturated Accuracy : 37.5 	 Number of times repeated 3
Cycle: 63 	 Saturated Accuracy : 37.5 	 Number of times repeated 4
Cycle: 64 	 Saturated Accuracy : 37.5 	 Number of times repeated 5
Cycle: 65 	 Saturated Accuracy : 37.5 	 Number of times repeated 6
cycle : 66 	 Accuracy :33.33333333333333 	 
Cycle: 67 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
cycle : 68 	 Accuracy :37.5 	 
Cycle: 69 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
cycle : 70 	 Accuracy :41.66666666666667 	 
cycle : 71 	 Accuracy :33.33333333333333 	 
cycle : 72 	 Accuracy :37.5 	 
Cycle: 73 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 74 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
Cycle: 75 	 Saturated Accuracy : 37.5 	 Number of times repeated 3
cycle : 76 	 Accuracy :29.166666666666668 	 
cycle : 77 	 Accuracy :33.33333333333333 	 
cycle : 78 	 Accuracy :41.66666666666667 	 
Cycle: 79 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
cycle : 80 	 Accuracy :33.33333333333333 	 
cycle : 81 	 Accuracy :45.83333333333333 	 
Cycle: 82 	 Saturated Accuracy : 45.83333333333333 	 Number of times repeated 1
cycle : 83 	 Accuracy :41.66666666666667 	 
Cycle: 84 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
Cycle: 85 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 2
cycle : 86 	 Accuracy :33.33333333333333 	 
cycle : 87 	 Accuracy :41.66666666666667 	 
Cycle: 88 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
cycle : 89 	 Accuracy :37.5 	 
cycle : 90 	 Accuracy :41.66666666666667 	 
Cycle: 91 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
cycle : 92 	 Accuracy :33.33333333333333 	 
cycle : 93 	 Accuracy :41.66666666666667 	 
cycle : 94 	 Accuracy :33.33333333333333 	 
cycle : 95 	 Accuracy :41.66666666666667 	 
cycle : 96 	 Accuracy :37.5 	 
cycle : 97 	 Accuracy :41.66666666666667 	 
Cycle: 98 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
Cycle: 99 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 2
Cycle: 100 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 3
cycle : 101 	 Accuracy :37.5 	 
cycle : 102 	 Accuracy :33.33333333333333 	 
Cycle: 103 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
cycle : 104 	 Accuracy :37.5 	 
cycle : 105 	 Accuracy :41.66666666666667 	 
cycle : 106 	 Accuracy :33.33333333333333 	 
cycle : 107 	 Accuracy :41.66666666666667 	 
cycle : 108 	 Accuracy :37.5 	 
cycle : 109 	 Accuracy :45.83333333333333 	 
cycle : 110 	 Accuracy :41.66666666666667 	 
cycle : 111 	 Accuracy :37.5 	 
cycle : 112 	 Accuracy :41.66666666666667 	 
cycle : 113 	 Accuracy :33.33333333333333 	 
cycle : 114 	 Accuracy :37.5 	 
cycle : 115 	 Accuracy :41.66666666666667 	 
Cycle: 116 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
cycle : 117 	 Accuracy :37.5 	 
cycle : 118 	 Accuracy :41.66666666666667 	 
cycle : 119 	 Accuracy :37.5 	 
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :8.333333333333332 	 
cycle : 1 	 Accuracy :33.33333333333333 	 
Cycle: 2 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
cycle : 3 	 Accuracy :37.5 	 
Cycle: 4 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
cycle : 5 	 Accuracy :29.166666666666668 	 
cycle : 6 	 Accuracy :33.33333333333333 	 
cycle : 7 	 Accuracy :29.166666666666668 	 
cycle : 8 	 Accuracy :33.33333333333333 	 
Cycle: 9 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
Cycle: 10 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 2
Cycle: 11 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 3
cycle : 12 	 Accuracy :29.166666666666668 	 
cycle : 13 	 Accuracy :33.33333333333333 	 
Cycle: 14 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
cycle : 15 	 Accuracy :37.5 	 
Cycle: 16 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 17 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
cycle : 18 	 Accuracy :33.33333333333333 	 
Cycle: 19 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
cycle : 20 	 Accuracy :37.5 	 
cycle : 21 	 Accuracy :33.33333333333333 	 
cycle : 22 	 Accuracy :29.166666666666668 	 
cycle : 23 	 Accuracy :33.33333333333333 	 
cycle : 24 	 Accuracy :29.166666666666668 	 
Cycle: 25 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 1
cycle : 26 	 Accuracy :33.33333333333333 	 
Cycle: 27 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
Cycle: 28 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 2
cycle : 29 	 Accuracy :29.166666666666668 	 
Cycle: 30 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 1
Cycle: 31 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 2
cycle : 32 	 Accuracy :33.33333333333333 	 
Cycle: 33 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
Cycle: 34 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 2
cycle : 35 	 Accuracy :37.5 	 
Cycle: 36 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 37 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
Cycle: 38 	 Saturated Accuracy : 37.5 	 Number of times repeated 3
cycle : 39 	 Accuracy :33.33333333333333 	 
Cycle: 40 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
cycle : 41 	 Accuracy :37.5 	 
Cycle: 42 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
cycle : 43 	 Accuracy :41.66666666666667 	 
cycle : 44 	 Accuracy :37.5 	 
Cycle: 45 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
cycle : 46 	 Accuracy :41.66666666666667 	 
Cycle: 47 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
Cycle: 48 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 2
Cycle: 49 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 3
Cycle: 50 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 4
cycle : 51 	 Accuracy :37.5 	 
cycle : 52 	 Accuracy :41.66666666666667 	 
cycle : 53 	 Accuracy :37.5 	 
cycle : 54 	 Accuracy :33.33333333333333 	 
cycle : 55 	 Accuracy :37.5 	 
Cycle: 56 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 57 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
Cycle: 58 	 Saturated Accuracy : 37.5 	 Number of times repeated 3
Cycle: 59 	 Saturated Accuracy : 37.5 	 Number of times repeated 4
cycle : 60 	 Accuracy :41.66666666666667 	 
Cycle: 61 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
Cycle: 62 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 2
Cycle: 63 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 3
Cycle: 64 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 4
Cycle: 65 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 5
Cycle: 66 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 6
Cycle: 67 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 7
Cycle: 68 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 8
Cycle: 69 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 9
Cycle: 70 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 10
cycle : 71 	 Accuracy :37.5 	 
Cycle: 72 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 73 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
Cycle: 74 	 Saturated Accuracy : 37.5 	 Number of times repeated 3
Cycle: 75 	 Saturated Accuracy : 37.5 	 Number of times repeated 4
Cycle: 76 	 Saturated Accuracy : 37.5 	 Number of times repeated 5
Cycle: 77 	 Saturated Accuracy : 37.5 	 Number of times repeated 6
Cycle: 78 	 Saturated Accuracy : 37.5 	 Number of times repeated 7
Cycle: 79 	 Saturated Accuracy : 37.5 	 Number of times repeated 8
Cycle: 80 	 Saturated Accuracy : 37.5 	 Number of times repeated 9
Cycle: 81 	 Saturated Accuracy : 37.5 	 Number of times repeated 10
Cycle: 82 	 Saturated Accuracy : 37.5 	 Number of times repeated 11
cycle : 83 	 Accuracy :41.66666666666667 	 
Cycle: 84 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
Cycle: 85 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 2
cycle : 86 	 Accuracy :33.33333333333333 	 
cycle : 87 	 Accuracy :37.5 	 
Cycle: 88 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
cycle : 89 	 Accuracy :33.33333333333333 	 
Cycle: 90 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
Cycle: 91 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 2
Cycle: 92 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 3
cycle : 93 	 Accuracy :37.5 	 
cycle : 94 	 Accuracy :29.166666666666668 	 
cycle : 95 	 Accuracy :33.33333333333333 	 
Cycle: 96 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
cycle : 97 	 Accuracy :29.166666666666668 	 
cycle : 98 	 Accuracy :33.33333333333333 	 
Cycle: 99 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
Cycle: 100 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 2
Cycle: 101 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 3
cycle : 102 	 Accuracy :37.5 	 
cycle : 103 	 Accuracy :33.33333333333333 	 
Cycle: 104 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
Cycle: 105 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 2
Cycle: 106 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 3
Cycle: 107 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 4
Cycle: 108 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 5
cycle : 109 	 Accuracy :37.5 	 
Cycle: 110 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 111 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
cycle : 112 	 Accuracy :41.66666666666667 	 
Cycle: 113 	 Saturated Accuracy : 41.66666666666667 	 Number of times repeated 1
cycle : 114 	 Accuracy :45.83333333333333 	 
cycle : 115 	 Accuracy :41.66666666666667 	 
cycle : 116 	 Accuracy :45.83333333333333 	 
cycle : 117 	 Accuracy :50 	 
Cycle: 118 	 Saturated Accuracy : 50 	 Number of times repeated 1
cycle : 119 	 Accuracy :58.333333333333336 	 
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :4.166666666666666 	 
cycle : 1 	 Accuracy :29.166666666666668 	 
Cycle: 2 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 1
cycle : 3 	 Accuracy :25 	 
Cycle: 4 	 Saturated Accuracy : 25 	 Number of times repeated 1
Cycle: 5 	 Saturated Accuracy : 25 	 Number of times repeated 2
Cycle: 6 	 Saturated Accuracy : 25 	 Number of times repeated 3
Cycle: 7 	 Saturated Accuracy : 25 	 Number of times repeated 4
Cycle: 8 	 Saturated Accuracy : 25 	 Number of times repeated 5
Cycle: 9 	 Saturated Accuracy : 25 	 Number of times repeated 6
Cycle: 10 	 Saturated Accuracy : 25 	 Number of times repeated 7
Cycle: 11 	 Saturated Accuracy : 25 	 Number of times repeated 8
cycle : 12 	 Accuracy :29.166666666666668 	 
Cycle: 13 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 1
Cycle: 14 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 2
Cycle: 15 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 3
Cycle: 16 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 4
Cycle: 17 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 5
Cycle: 18 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 6
Cycle: 19 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 7
Cycle: 20 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 8
Cycle: 21 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 9
Cycle: 22 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 10
Cycle: 23 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 11
Cycle: 24 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 12
Cycle: 25 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 13
Cycle: 26 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 14
Cycle: 27 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 15
